scientific_name,author,year,bibliography,image_url,family,genus,plant_wiki,plant_id
Ophioglossum lusitanicum,L.,1753.0,Sp. pl. 2:1063.  1753,https://bs.plantnet.org/image/o/f2889b711635abb1526bc42110692246c5f8ec3e,Ophioglossaceae,Ophioglossum,https://en.wikipedia.org/wiki/Ophioglossum_lusitanicum,106
Cocculus orbiculatus,(L.) DC.,1817.0,Syst. Nat. 1: 523 (1817),https://d2seqvvyy3b8p2.cloudfront.net/d971d1ff39975ab1e176282f8ffefb70.jpg,Menispermaceae,Cocculus,https://en.wikipedia.org/wiki/Cocculus_orbiculatus,107
Koeleria vallesiana,(Honck.) Gaudin,1808.0,Alpina 3: 47 (1808),https://bs.plantnet.org/image/o/964380ebcb439d684a66d6eac4651743b3e930d9,Poaceae,Koeleria,https://en.wikipedia.org/wiki/Koeleria_vallesiana,108
Sphaeropteris glauca,(Blume) R.M.Tryon,1970.0,Contr. Gray Herb. 200: 21 (1970),https://bs.plantnet.org/image/o/7bc91b48f8c018fcd491784103772932e9edef46,Cyatheaceae,Sphaeropteris,https://en.wikipedia.org/wiki/Sphaeropteris,109
Jasione heldreichii,Boiss. & Orph.,1859.0,"P.E.Boissier, Diagn. Pl. Orient., ser. 2, 6: 120 (1859)",https://d2seqvvyy3b8p2.cloudfront.net/5c80c6af8765d2afeea304cef3dc939d.jpg,Campanulaceae,Jasione,https://en.wikipedia.org/wiki/Jasione,110
Ochrosia oppositifolia,(Lam.) K.Schum.,1895.0,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(2): 156 (1895)",https://d2seqvvyy3b8p2.cloudfront.net/a57404cca172e3f5e957068fe016f00d.jpg,Apocynaceae,Ochrosia,https://en.wikipedia.org/wiki/Ochrosia_oppositifolia,111
Abutilon indicum,(L.) Sweet,1826.0,Hort. Brit.: 54 (1826),https://bs.floristic.org/image/o/6433cdfc2c9cfffa3b5f0a8f754bac5754c11e7c,Malvaceae,Abutilon,https://en.wikipedia.org/wiki/Abutilon_indicum,112
Tritoniopsis burchellii,Goldblatt (N.E.Br.),1990.0,S. African J. Bot. 56: 580 (1990),https://d2seqvvyy3b8p2.cloudfront.net/60da877e0ddad4f8886e5120fa288bfe.jpg,Iridaceae,Tritoniopsis,https://en.wikipedia.org/wiki/Tritoniopsis_(plant),113
Asteriscus aquaticus,(L.) Less.,1832.0,Syn. Gen. Compos.: 210 (1832),https://bs.plantnet.org/image/o/427bde06dbebd0d0b41781f0d0bda5ee324c51ea,Asteraceae,Asteriscus,https://en.wikipedia.org/wiki/Asteriscus_aquaticus,114
Serapias bergonii,E.G.Camus,1908.0,"E.G.Camus, P.Bergon & A.A.Camus, Monogr. Orchid.: 61 (1908)",https://storage.googleapis.com/powop-assets/orchids/orchideae.e-monocot.org/Serapias_bergonii_2126295_fullsize.jpg,Orchidaceae,Serapias,https://en.wikipedia.org/wiki/Serapias_bergonii,115
Iris munzii,R.C.Foster,1938.0,Iridis Sp. Nov.: 2 (1938),https://d2seqvvyy3b8p2.cloudfront.net/7e40c2089d6a83bf19b61b1123ea2e40.jpg,Iridaceae,Iris,https://en.wikipedia.org/wiki/Iris_munzii,116
Procris pedunculata,(J.R.Forst. & G.Forst.) Wedd.,1869.0,"A.P.de Candolle, Prodr. 16(1): 191 (1869)",https://bs.plantnet.org/image/o/16bbca2b80a013e5d78f7d036f9aa8259aea4315,Urticaceae,Procris,,117
Quercus pubescens,Willd.,1796.0,Berlin. Baumz.: 279 (1796),https://bs.plantnet.org/image/o/bf115f5afb11760a269f264c2386818c5a33ffbe,Fagaceae,Quercus,https://en.wikipedia.org/wiki/Quercus_pubescens,118
Grammitis pectinata,(T.Moore) Christenh.,2018.0,Global Fl. 4: 47 (2018),https://bs.plantnet.org/image/o/dd67b67c7a0cac48b90f7ae94b7b0b27bb0614d6,Polypodiaceae,Grammitis,https://en.wikipedia.org/wiki/List_of_IUCN_Red_List_Vulnerable_plants,119
Laportea ruderalis,(G.Forst.) Chew,1965.0,Gard. Bull. Singapore 21: 201 (1965),https://d2seqvvyy3b8p2.cloudfront.net/564b4d040fa0cfde993bd8767de11a46.jpg,Urticaceae,Laportea,https://en.wikipedia.org/wiki/Laportea,120
Capsicum annuum,L.,1753.0,Sp. pl. 1:188-189.  1753,https://bs.plantnet.org/image/o/77580828aea73ee908c488e2d216e15cb8b587a5,Solanaceae,Capsicum,https://en.wikipedia.org/wiki/Capsicum_annuum,121
Nonea echioides,(L.) Roem. & Schult.,1819.0,"Syst. Veg., ed. 15 bis 4: 71 (1819)",https://bs.plantnet.org/image/o/06647fa7136d05fe77c55ce6e83ef835fa91d073,Boraginaceae,Nonea,https://en.wikipedia.org/wiki/Nonea,122
Prestoea acuminata,(Willd.) H.E.Moore,1963.0,Gentes Herbarum 9: 286 (1963),https://d2seqvvyy3b8p2.cloudfront.net/4ac2e539eda7b838e9a1895d749a4e8e.jpg,Arecaceae,Prestoea,https://en.wikipedia.org/wiki/Prestoea_acuminata,123
Gladiolus hollandii,L.Bolus,1931.0,J. Bot. 69: 261 (1931),https://d2seqvvyy3b8p2.cloudfront.net/339de91a297abe5ae717170c15522825.jpg,Iridaceae,Gladiolus,https://en.wikipedia.org/wiki/Gladiolus,124
Limonium pectinatum,(Aiton) Kuntze,1891.0,Revis. Gen. Pl. 2: 394 (1891),https://d2seqvvyy3b8p2.cloudfront.net/58a2a03bcab981447e159b5b6339ef2a.jpg,Plumbaginaceae,Limonium,https://en.wikipedia.org/wiki/Limonium_pectinatum,125
Lepidaploa glabra,(Willd.) H.Rob.,1990.0,Proc. Biol. Soc. Washington 103(2): 487 (1990),https://d2seqvvyy3b8p2.cloudfront.net/eff2505bbdaea99de352eb900490985d.jpg,Asteraceae,Lepidaploa,https://en.wikipedia.org/wiki/Lepidaploa,126
Geissorhiza exscapa,Goldblatt (Thunb.),1985.0,Goldblatt P (1985) Systematics of the Southern African Genus Geissorhiza (Iridacea-Ixioideae). Annals of the Missouri Botanical Garden 72(2): 277. doi: 10.2307/2399183.,https://d2seqvvyy3b8p2.cloudfront.net/9a38615e014bf5734a8759481310e5d7.jpg,Iridaceae,Geissorhiza,https://en.wikipedia.org/wiki/Geissorhiza,127
Gladiolus huttonii,Goldblatt & M.P.de Vos (N.E.Br.),1990.0,"Bull. Mus. Natl. Hist. Nat., B, Adansonia, 11: 422, 1989 publ. 1990",https://d2seqvvyy3b8p2.cloudfront.net/bbc293d6f4f7b18776aa842fc4610519.jpg,Iridaceae,Gladiolus,https://en.wikipedia.org/wiki/Gladiolus,128
Pentalinon luteum,(L.) B.F.Hansen & Wunderlin,1986.0,Taxon 35: 167 (1986),https://bs.plantnet.org/image/o/24e6c275dd3f9b2617495899503ffaa797709e51,Apocynaceae,Pentalinon,https://en.wikipedia.org/wiki/Pentalinon_luteum,129
Hymenophyllum rarum,R.Br.,1810.0,Prodr. Fl. Nov. Holland. 159 HB. 58 (pt.). Chr. (1810),https://d2seqvvyy3b8p2.cloudfront.net/0410f701993a9a5139f153810c050d01.jpg,Hymenophyllaceae,Hymenophyllum,https://en.wikipedia.org/wiki/Hymenophyllum_rarum,130
Heliotropium sarmentosum,(Lam.) Craven,2005.0,Blumea 50: 380 (2005),https://d2seqvvyy3b8p2.cloudfront.net/ab7539cd934d23a503e7674e18f0a469.jpg,Boraginaceae,Heliotropium,https://en.wikipedia.org/wiki/List_of_flora_of_Ohio,131
Bourreria succulenta,Jacq.,1763.0,Select. Stirp. Amer. Hist.: 44 (1763),https://d2seqvvyy3b8p2.cloudfront.net/5d890bc5195043a7f4840c32f9b160aa.jpg,Boraginaceae,Bourreria,https://en.wikipedia.org/wiki/Bourreria,132
Geissorhiza bolusii,Baker,1892.0,Handb. Irid.: 158 (1892),https://d2seqvvyy3b8p2.cloudfront.net/d8105f64ca8a49bc2d82a71390326315.jpg,Iridaceae,Geissorhiza,https://en.wikipedia.org/wiki/List_of_Iridaceae_of_South_Africa,133
Fumaria kralikii,Jord.,1848.0,"Cat. Jard. Dijon, 19, 1848",https://bs.plantnet.org/image/o/b31fe0aebdc738a592a9bb191be12e3f814abaa9,Papaveraceae,Fumaria,https://en.wikipedia.org/wiki/Fumaria,134
Sporobolus africanus,(Poir.) Robyns & Tournay,1955.0,Bull. Jard. Bot. État Bruxelles 25: 242 (1955),https://storage.googleapis.com/powop-assets/PPA/2051_2075/h2060c_fullsize.jpg,Poaceae,Sporobolus,https://en.wikipedia.org/wiki/List_of_Sporobolus_species,135
Vulpia bromoides,Gray (L.),1753.0,"Nat. arr. Brit. pl. 2:124.  1822 (""1821"")",https://bs.plantnet.org/image/o/1252a6271a9d046393068a03d646105757f32fb1,Poaceae,Vulpia,https://en.wikipedia.org/wiki/Vulpia_bromoides,136
Plantago subulata,L.,1753.0,Sp. Pl.: 115 (1753),https://bs.plantnet.org/image/o/fe821798af5c35db8f3f265bd1fdd31de04b64a9,Plantaginaceae,Plantago,https://en.wikipedia.org/wiki/Plantago_holosteum,137
Polygonum equisetiforme,Sm.,1809.0,"J.Sibthorp & J.E.Smith, Fl. Graec. Prodr. 1: 266 (1809)",https://d2seqvvyy3b8p2.cloudfront.net/87bd3808069326265d1005df63141152.jpg,Polygonaceae,Polygonum,https://en.wikipedia.org/wiki/Polygonum,138
Angiopteris evecta,(G.Forst.) Hoffm.,1794.0,Commentat. Soc. Regiae Sci. Gott. 12: 29 (1794),https://bs.plantnet.org/image/o/832563034b606d2ea566632cf743a67c2454f53d,Marattiaceae,Angiopteris,https://en.wikipedia.org/wiki/Angiopteris_evecta,139
Opuntia stricta,(Haw.) Haw.,1812.0,Syn. Pl. Succ.: 191 (1812),https://bs.plantnet.org/image/o/7edaf290c8c1bde4ba0b017a41d4d2d57742da2c,Cactaceae,Opuntia,https://en.wikipedia.org/wiki/Opuntia_stricta,140
Ranunculus gracilis,E.D.Clarke,1813.0,Travels Eur. Asia & Africa 3: 336 (1813),https://d2seqvvyy3b8p2.cloudfront.net/b10799a6debda099bc7b7c13ecdee874.jpg,Ranunculaceae,Ranunculus,https://en.wikipedia.org/wiki/Ranunculus_montanus,141
Arisaema serratum,(Thunb.) Schott,1832.0,"H.W.Schott & S.L.Endlicher, Melet. Bot.: 17 (1832)",https://d2seqvvyy3b8p2.cloudfront.net/4cc22e49bf4d3c96fc107c5c0d5eeeb8.jpg,Araceae,Arisaema,https://en.wikipedia.org/wiki/Arisaema_serratum,142
Ipomoea batatas,(L.) Lam.,1793.0,Tabl. Encycl. 1: 465 (1793),https://bs.plantnet.org/image/o/794d8f7f493d2502533b034a506d2bcb16a91c8e,Convolvulaceae,Ipomoea,https://en.wikipedia.org/wiki/Sweet_potato,143
Haplophyllum buxbaumii,(Poir.) G.Don,1831.0,Gen. Hist. 1: 780 (1831),https://d2seqvvyy3b8p2.cloudfront.net/f74d7c9cb2d2bbaad6053baebf91d9c0.jpg,Rutaceae,Haplophyllum,https://en.wikipedia.org/wiki/Haplophyllum_(plant),144
Tagetes erecta,L.,1753.0,Sp. Pl.: 887 (1753),https://bs.plantnet.org/image/o/09255d63aa5386fa8ba1f8bdb54dfa7425d0de3e,Asteraceae,Tagetes,https://en.wikipedia.org/wiki/Tagetes_erecta,145
Coleus scutellarioides,(L.) Benth.,1830.0,"N.Wallich, Pl. Asiat. Rar. 2: 16 (1830)",https://bs.plantnet.org/image/o/364e19fd485be3e74ae03e59d079c4d31d55f171,Lamiaceae,Coleus,https://en.wikipedia.org/wiki/Coleus_scutellarioides,146
Vavaea amicorum,Benth.,1843.0,London J. Bot. 2: 212 (1843),https://d2seqvvyy3b8p2.cloudfront.net/b237ed183b0cc772b3c452de1408b2dd.jpg,Meliaceae,Vavaea,https://en.wikipedia.org/wiki/Vavaea,147
Sambucus canadensis,L.,1753.0,Sp. Pl.: 269 (1753),https://bs.plantnet.org/image/o/468536900895b22df4623a4782894d617e8e94e6,Viburnaceae,Sambucus,https://en.wikipedia.org/wiki/Sambucus_canadensis,148
Antidesma excavatum,Miq.,1864.0,Ann. Mus. Bot. Lugduno-Batavi 1: 218 (1864),https://d2seqvvyy3b8p2.cloudfront.net/aaffb2642a69eddf74aeb88a39d9883a.jpg,Phyllanthaceae,Antidesma,https://en.wikipedia.org/wiki/Antidesma,149
Dicranopteris linearis,(Burm.f.) Underw.,1907.0,Bull. Torrey Bot. Club 34: 250 (1907),https://bs.plantnet.org/image/o/9af8f8f106e01fb9aff49cb9ae6751806f6066bd,Gleicheniaceae,Dicranopteris,https://en.wikipedia.org/wiki/Dicranopteris_linearis,150
Halodule wrightii,Asch.,1868.0,Sitzungsber. Ges. Naturf. Freunde Berlin 1868: 19 (1868),https://d2seqvvyy3b8p2.cloudfront.net/c2238c24d11545903495ef33ade6450f.jpg,Cymodoceaceae,Halodule,https://en.wikipedia.org/wiki/Halodule_wrightii,151
Aira praecox,L.,1753.0,Sp. Pl.: 65 (1753),https://d2seqvvyy3b8p2.cloudfront.net/a39c00e5b54c7e36dc0f7e748e24f959.jpg,Poaceae,Aira,https://en.wikipedia.org/wiki/Aira_praecox,152
Taeniophyllum fasciola,(G.Forst.) Seem.,1862.0,Syn. Pl. Vit.: 13 (1862),https://d2seqvvyy3b8p2.cloudfront.net/e3821c5df666be717246ff271487b6ef.jpg,Orchidaceae,Taeniophyllum,,153
Hosta sieboldii,(Paxton) J.W.Ingram,1967.0,Baileya 15: 29 (1967),https://bs.plantnet.org/image/o/5112b893981c1b7dcd18ba5f3f415080149f43b8,Asparagaceae,Hosta,https://en.wikipedia.org/wiki/Hosta,154
Fimbristylis cymosa,R.Br.,1810.0,Prodr. Fl. Nov. Holland.: 228 (1810),https://d2seqvvyy3b8p2.cloudfront.net/973e373de441c6c3cb6c5ae6800f243d.jpg,Cyperaceae,Fimbristylis,https://en.wikipedia.org/wiki/Fimbristylis_cymosa,155
Malva multiflora,"(Cav.) Soldano, Banfi & Galasso",2005.0,Atti Soc. Ital. Sci. Nat. Mus. Civico Storia Nat. Milano 146: 230 (2005),https://bs.plantnet.org/image/o/86b8855a3f578a543b605f2652706d657582a77c,Malvaceae,Malva,https://en.wikipedia.org/wiki/Malva_multiflora,156
Terminalia catappa,L.,1767.0,Mant. Pl.: 128 (1767),https://bs.plantnet.org/image/o/3dc55fad8e38dcc1e814b31f3f20bd0a8044fcc2,Combretaceae,Terminalia,https://en.wikipedia.org/wiki/Terminalia_catappa,157
Sterculia shillinglawii,F.Muell.,1887.0,Australas. J. Pharm. 2: 41 (1887),https://d2seqvvyy3b8p2.cloudfront.net/0701cac0dc05f2b782ec91187c836b17.jpg,Malvaceae,Sterculia,https://en.wikipedia.org/wiki/Lacewood,158
Legousia hybrida,(L.) Delarbre,1800.0,"Fl. Auvergne, ed. 2: 47 (1800)",https://bs.plantnet.org/image/o/2fa1d8018f3df218c63031d402bcb329a5c3a1d3,Campanulaceae,Legousia,https://en.wikipedia.org/wiki/Legousia,159
Bruguiera gymnorhiza,(L.) Lam.,1798.0,Encycl. 4: 696 (1798),https://d2seqvvyy3b8p2.cloudfront.net/8d713d60dfd8a096293d4a75e6561544.jpg,Rhizophoraceae,Bruguiera,https://en.wikipedia.org/wiki/Bruguiera_gymnorhiza,160
Gaultheria domingensis,Urb.,1902.0,Symb. Antill. 3: 319 (1902),https://d2seqvvyy3b8p2.cloudfront.net/5c40278f621f77d4215e5351c3f5ca4f.jpg,Ericaceae,Gaultheria,https://en.wikipedia.org/wiki/Gaultheria,161
Silene uniflora,Roth,1794.0,Ann. Bot. (Usteri) 10: 46 (1794),https://bs.plantnet.org/image/o/a7faa87a6b3b9751d7ff28fc17771568cc281731,Caryophyllaceae,Silene,https://en.wikipedia.org/wiki/Silene_uniflora,162
Sagina maritima,Don,1806.0,Herb. Brit. 7: n.º 155 (1806),https://bs.plantnet.org/image/o/3be5d34d7c8cfcd172a7c896ea553c9dca422597,Caryophyllaceae,Sagina,https://en.wikipedia.org/wiki/Sagina_maritima,163
Eupatorium glehnii,F.Schmidt ex Trautv.,1883.0,Trudy Imp. S.-Peterburgsk. Bot. Sada 8: 432 (1883),https://d2seqvvyy3b8p2.cloudfront.net/105f06ffe8fdddc5b31e87739ffba0f7.jpg,Asteraceae,Eupatorium,https://en.wikipedia.org/wiki/List_of_least_concern_plants,164
Canna indica,L.,1753.0,Sp. Pl.: 1 (1753),https://bs.plantnet.org/image/o/655c1c93864ab1d0d70d6cef1ae41245a2fb38e4,Cannaceae,Canna,https://en.wikipedia.org/wiki/Canna_indica,165
Diplazium caudatum,(Cav.) Jermy,1964.0,Brit. Fern Gaz. 9: 161 (1964),https://d2seqvvyy3b8p2.cloudfront.net/6bc2b967eb34033676cde0cb96191f85.jpg,Aspleniaceae,Diplazium,https://en.wikipedia.org/wiki/List_of_pteridophytes_of_Sri_Lanka,166
Poa cookii,(Hook.f.) Hook.f.,1879.0,Philos. Trans. 168: 14 (1879),https://d2seqvvyy3b8p2.cloudfront.net/e565d5a419270883cf9e8aca6a4a9fc9.jpg,Poaceae,Poa,https://en.wikipedia.org/wiki/Poa_cookii,167
Silene chlorifolia,Sm.,1789.0,Pl. Icon. Ined. 1: 13 (1789),https://d2seqvvyy3b8p2.cloudfront.net/e6e19275ab883dae9c347ac28736f3af.jpg,Caryophyllaceae,Silene,,168
Hymenophyllum junghuhnii,Bosch,1857.0,Pl. Jungh. 5: 570 (1857),https://d2seqvvyy3b8p2.cloudfront.net/d01ca96e176dc67b16dc501554fb3250.jpg,Hymenophyllaceae,Hymenophyllum,https://en.wikipedia.org/wiki/List_of_endangered_plants,169
Sterculia macrophylla,Vent.,1805.0,Jardin de la Malmaison 2: t. 91.  1805,https://d2seqvvyy3b8p2.cloudfront.net/a7a5bc83a2e2ba537cfc1dce4b1fae27.jpg,Malvaceae,Sterculia,https://en.wikipedia.org/wiki/Doi_Suthep%E2%80%93Pui_National_Park,170
Diplazium pallidum,(Blume) T.Moore,1861.0,Index Fil.: 333 (1861),https://d2seqvvyy3b8p2.cloudfront.net/a25b376fceb68828af0cdeba96303d9b.jpg,Aspleniaceae,Diplazium,,171
Colona scabra,(Sm.) Burret,1926.0,Notizbl. Bot. Gart. Berlin-Dahlem 9: 729 (1926),https://d2seqvvyy3b8p2.cloudfront.net/25ae596bb9a457d0be5aec954998d44d.jpg,Malvaceae,Colona,,172
Manilkara zapota,(L.) P.Royen,1953.0,Blumea 7: 410 (1953),https://bs.plantnet.org/image/o/b1b073ca55026a29cb4f96056fae7bd740a7bdf2,Sapotaceae,Manilkara,https://en.wikipedia.org/wiki/Manilkara_zapota,173
Lolium rigidum,Gaudin,1811.0,Agrost. Helv. 1: 334 (1811),https://bs.plantnet.org/image/o/9ae61139445a6e7620814e424c5c398596362910,Poaceae,Lolium,https://en.wikipedia.org/wiki/Lolium_rigidum,174
Caladenia carnea,R.Br.,1810.0,Prodr. Fl. Nov. Holland.: 324 (1810),https://d2seqvvyy3b8p2.cloudfront.net/724c2dd8f7e1e7020406aa1053319c54.jpg,Orchidaceae,Caladenia,https://en.wikipedia.org/wiki/Caladenia_carnea,175
Tabebuia heterophylla,(DC.) Britton,1915.0,Ann. Missouri Bot. Gard. 2: 48 (1915),https://bs.plantnet.org/image/o/9a2acdb14ed1e1d8f84bec3c29608e001a788533,Bignoniaceae,Tabebuia,https://en.wikipedia.org/wiki/Tabebuia_heterophylla,176
Eustrephus latifolius,R.Br.,1809.0,Bot. Mag. 31: t. 1245 (1809),https://d2seqvvyy3b8p2.cloudfront.net/0f426d1fc94cc0e1a80abc97df6271de.jpg,Asparagaceae,Eustrephus,https://en.wikipedia.org/wiki/Eustrephus,177
Cenchrus purpureus,(Schumach.) Morrone,2010.0,Ann. Bot. (Oxford) 106: 129 (2010),https://bs.plantnet.org/image/o/a949b6f6519903d2f78de6b318c73e2c67893161,Poaceae,Cenchrus,https://en.wikipedia.org/wiki/Cenchrus_purpureus,178
Abelmoschus moschatus,Medik.,,,https://d2seqvvyy3b8p2.cloudfront.net/1f7f90690fbadcd24a356ea413542d13.jpg,Malvaceae,Abelmoschus,https://en.wikipedia.org/wiki/Abelmoschus_moschatus,179
Passiflora foetida,L.,1753.0,"Linnaeus, C. (1753). Species plantarum, exhibentes plantas rite cognitas ad genera relatas cum differentiis specificis, nominibus trivialibus, synonymis selectis, locis natalibus, secundum systema sexuale digestas. Stockholm.",https://bs.plantnet.org/image/o/8fce67bd3176847248654c5ea0ffec70e7cf2792,Passifloraceae,Passiflora,https://en.wikipedia.org/wiki/Passiflora_foetida,180
Pericallis papyracea,(DC.) B.Nord.,1978.0,Opera Bot. 44: 21 (1978),https://d2seqvvyy3b8p2.cloudfront.net/0f2d8b2ebe22c02ddb5c3371d17d08f1.jpg,Asteraceae,Pericallis,https://en.wikipedia.org/wiki/Pericallis,181
Rhopalostylis sapida,(Sol. ex G.Forst.) H.Wendl. & Drude,1878.0,"O.C.E.de Kerchove de Denterghem, Palmiers: 255 (1878)",https://bs.plantnet.org/image/o/542a819d4aac143e7ca0cba84b7f25f20b32e590,Arecaceae,Rhopalostylis,https://en.wikipedia.org/wiki/Rhopalostylis_sapida,182
Argyranthemum broussonetii,(Pers.) Humphries,1976.0,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5(4): 214 (1976)",https://bs.plantnet.org/image/o/8a4f3372d478e3f41656ff48b4949a0a8a09c628,Asteraceae,Argyranthemum,https://en.wikipedia.org/wiki/Argyranthemum,183
Hymenophyllum pallidum,Ebihara & K.Iwats. (Blume),2006.0,"Ebihara A, Dubuisson J-Y, Iwatsuki K, Hennequin S, Ito M (2006) A taxonomic revision of Hymenophyllaceae. Blumea - Biodiversity, Evolution And Biogeography of Plants 51(2): 221-280. doi: 10.3767/000651906x622210.",https://d2seqvvyy3b8p2.cloudfront.net/3027ba6cbad4f15f7182ad70b472b064.jpg,Hymenophyllaceae,Hymenophyllum,,184
Torilis africana,Spreng.,1815.0,Pl. Min. Cogn. Pug. 2: 55 (1815),https://d2seqvvyy3b8p2.cloudfront.net/3639459550c6ee4d2af22f6b462fe3ae.jpg,Apiaceae,Torilis,,185
Sisyrinchium mandonii,Baker,1876.0,J. Bot. 14: 269 (1876),https://d2seqvvyy3b8p2.cloudfront.net/1f519e9a4a47751148306d3dc72d609a.jpg,Iridaceae,Sisyrinchium,https://en.wikipedia.org/wiki/List_of_Sisyrinchium_species,186
Nephrolepis brownii,(Desv.) Hovenkamp & Miyam.,2005.0,Blumea 50(2): 293 (2005),https://bs.plantnet.org/image/o/5b52776deddf82b55f51788e8167712ed63ed595,Polypodiaceae,Nephrolepis,,187
Aglaia silvestris,(M.Roem.) Merr.,1917.0,Interpr. Herb. Amboin.: 310 (1917),https://d2seqvvyy3b8p2.cloudfront.net/eff9ca24cc7f3f248f122c3039dd424f.jpg,Meliaceae,Aglaia,https://en.wikipedia.org/wiki/Aglaia_silvestris,188
Cyperus polystachyos,Rottb.,1773.0,Descr. Icon. Rar. Pl.: 39 (1773),https://d2seqvvyy3b8p2.cloudfront.net/1e2b93c1ec8da60526f36b15c03ca968.jpg,Cyperaceae,Cyperus,https://en.wikipedia.org/wiki/Cyperus_polystachyos,189
Connarus semidecandrus,Jack,1822.0,Malayan Misc. 2(7): 39 (1822),https://d2seqvvyy3b8p2.cloudfront.net/6418d15255ec913c67c4972537831c71.jpg,Connaraceae,Connarus,https://en.wikipedia.org/wiki/Connarus,190
Retama monosperma,(L.) Boiss.,1840.0,Voy. Bot. Espagne 2: 144 (1840),https://bs.plantnet.org/image/o/fa26f9a916eaea7630457ccafddcbe273e79c6b1,Fabaceae,Retama,https://en.wikipedia.org/wiki/Retama_monosperma,191
Brachypodium sylvaticum,(Huds.) P.Beauv.,1812.0,"Ess. Agrostogr.: 101, 155 (1812)",https://bs.plantnet.org/image/o/472bfd922cc47c7cc28a4cbab5978bf33aad6b3e,Poaceae,Brachypodium,https://en.wikipedia.org/wiki/Brachypodium_sylvaticum,192
Lolium perenne,L.,1753.0,Sp. pl. 1:83.  1753,https://bs.plantnet.org/image/o/f5b89a095969703e65d37a83c28a2d7af125b839,Poaceae,Lolium,https://en.wikipedia.org/wiki/Lolium_perenne,193
Eustachys petraea,(Sw.) Desv.,1810.0,Nouv. Bull. Sci. Soc. Philom. Paris 2: 189 (1810),https://d2seqvvyy3b8p2.cloudfront.net/a2b4c822f4a0e193d8f36b0f833445ef.jpg,Poaceae,Eustachys,https://en.wikipedia.org/wiki/Eustachys,194
Paspalum scrobiculatum,L.,1767.0,Mant. Pl. 1: 29 (1767),https://bs.plantnet.org/image/o/b60c0a591c09e760e135a9b4b2c53b33e7e8acec,Poaceae,Paspalum,https://en.wikipedia.org/wiki/Paspalum_scrobiculatum,195
Ophrys sphegodes,Mill.,1768.0,Gard. Dict. ed. 8: n.º 8 (1768),https://bs.plantnet.org/image/o/216a17843af75d38dba00d3675345b3ef52d6234,Orchidaceae,Ophrys,https://en.wikipedia.org/wiki/Ophrys_sphegodes,196
Hypochaeris glabra,L.,1753.0,Sp. Pl.: 811 (1753),https://bs.plantnet.org/image/o/596d3718412e522b22c23a8e7e4c767401da61a6,Asteraceae,Hypochaeris,https://en.wikipedia.org/wiki/Hypochaeris_glabra,197
Phreatia matthewsii,Rchb.f.,1878.0,Otia Bot. Hamburg.: 55 (1878),https://d2seqvvyy3b8p2.cloudfront.net/884b489c4bf7c33acc459cf7368ae924.jpg,Orchidaceae,Phreatia,https://en.wikipedia.org/wiki/Phreatia,198
Ranunculus repens,L.,1753.0,Sp. Pl.: 554 (1753),https://bs.plantnet.org/image/o/c6d9a5222b6ef0e3a7bdef3350278718d3097bce,Ranunculaceae,Ranunculus,https://en.wikipedia.org/wiki/Ranunculus_repens,199
Vicia cracca,L.,1753.0,Sp. pl. 2:735.  1753,https://bs.plantnet.org/image/o/1485047189c839114b670830222c9f8365a06d61,Fabaceae,Vicia,https://en.wikipedia.org/wiki/Vicia_cracca,200
Sandoricum koetjape,(Burm.f.) Merr.,1912.0,"Philipp. J. Sci., C 7: 237 (1912)",https://bs.plantnet.org/image/o/7ee155e813e93d1b8077983f9ad80d6505d41b24,Meliaceae,Sandoricum,https://en.wikipedia.org/wiki/Sandoricum_koetjape,201
Solanum aviculare,G.Forst.,1786.0,Pl. Esc.: 42 (1786),https://bs.plantnet.org/image/o/8349e576a39056f3246eaa6bab900af784a2259f,Solanaceae,Solanum,https://en.wikipedia.org/wiki/Solanum_aviculare,202
Commersonia bartramia,(L.) Merr.,1917.0,Interpr. Herb. Amboin.: 362 (1917),https://bs.plantnet.org/image/o/51d0a4bfecbfccb42d14757c25441d2ea57a8940,Malvaceae,Commersonia,https://en.wikipedia.org/wiki/Commersonia_bartramia,203
Isolepis inundata,R.Br.,1810.0,Prodr. Fl. Nov. Holland.: 222 (1810),https://d2seqvvyy3b8p2.cloudfront.net/9fbf3cf680d10f5dbc135b19e067cace.jpg,Cyperaceae,Isolepis,https://en.wikipedia.org/wiki/Isolepis_inundata,204
Dierama galpinii,N.E.Br.,1929.0,J. Roy. Hort. Soc. 54: 200 (1929),https://d2seqvvyy3b8p2.cloudfront.net/f4fade2e9c73019ccbebf3977ab65032.jpg,Iridaceae,Dierama,https://en.wikipedia.org/wiki/Dierama,205
Vitis vinifera,L.,1753.0,Sp. Pl.: 202 (1753),https://bs.plantnet.org/image/o/fe4637252c61b28b52b11fdf77ebdca3258c3498,Vitaceae,Vitis,https://en.wikipedia.org/wiki/Vitis_vinifera,206
Pterocephalus plumosus,(L.) Coult.,1823.0,Mém. Dipsac.: 31 (1823),https://d2seqvvyy3b8p2.cloudfront.net/b814c9b243161eca22aeaa8122c3638b.jpg,Caprifoliaceae,Pterocephalus,https://en.wikipedia.org/wiki/Pterocephalus,207
