scientific_name,author,year,bibliography,image_url,family,genus,plant_wiki,plant_id
Vicia grandiflora,Scop.,1771.0,"Fl. Carniol., ed. 2, 2: 65 (1771)",https://bs.plantnet.org/image/o/267c6372e44cf21ae602bbe1277ef95ff29b9811,Fabaceae,Vicia,https://en.wikipedia.org/wiki/Vicia,816
Cereus hexagonus,Mill.,1768.0,Gard. dict. ed. 8: <I>Cereus</I> no. 1.  1768,https://bs.plantnet.org/image/o/ff77238aeafce5443c37a97b54829f3839eeed4d,Cactaceae,Cereus,https://en.wikipedia.org/wiki/Cereus_hexagonus,817
Strychnos axillaris,Colebr.,1819.0,"Trans. Linn. Soc. London 12:356, t. 15.  1818",https://d2seqvvyy3b8p2.cloudfront.net/aa31f9a6f041d2c35818abee5646b45a.jpg,Loganiaceae,Strychnos,https://en.wikipedia.org/wiki/Strychnos_psilosperma,818
Lycium americanum,Jacq.,1763.0,Select. Stirp. Amer. Hist.: 50 (1763),https://d2seqvvyy3b8p2.cloudfront.net/80aa3fcbf39c6f2aa9af8876f1081a24.jpg,Solanaceae,Lycium,,819
Agelaea rubiginosa,Gilg,1891.0,Bot. Jahrb. Syst. 14: 319 (1891),https://d2seqvvyy3b8p2.cloudfront.net/ce37780040646b52a01b09993dc9a903.jpg,Connaraceae,Agelaea,https://en.wikipedia.org/wiki/Aglaia_rubiginosa,820
Origanum calcaratum,Juss.,1789.0,Gen. Pl.: 115 (1789),https://d2seqvvyy3b8p2.cloudfront.net/dcb713707aeaeb6489192a30eb66a9ea.jpg,Lamiaceae,Origanum,https://en.wikipedia.org/wiki/Origanum,821
Scleria novae-hollandiae,Boeckeler,1875.0,Flora 58: 120 (1875),https://d2seqvvyy3b8p2.cloudfront.net/1c7f3c002877046b41efeb5ef7ff0b8f.jpg,Cyperaceae,Scleria,https://en.wikipedia.org/wiki/List_of_Scleria_species,822
Campanula rotundifolia,L.,1753.0,Sp. Pl.: 163 (1753),https://bs.plantnet.org/image/o/1092c6ac6110072934460a3229ad9d7f8eddde1d,Campanulaceae,Campanula,https://en.wikipedia.org/wiki/Campanula_rotundifolia,823
Lasianthus hirsutus,(Roxb.) Merr.,1952.0,J. Arnold Arbor. 33: 229 (1952),https://bs.plantnet.org/image/o/4396cf1f830cf93d686640a1e632b0976f33ce8f,Rubiaceae,Lasianthus,https://en.wikipedia.org/wiki/Triosteum,824
Piper aequale,Vahl,1797.0,Eclog. Amer. 1: 4 (1797),https://d2seqvvyy3b8p2.cloudfront.net/c4a192ac9d48c5880a5cfea68dec1099.jpg,Piperaceae,Piper,https://en.wikipedia.org/wiki/List_of_Piper_species,825
Asteriscus schultzii,(Bolle) Pit. & Proust,1909.0,Iles Canaries: 224 (1909),https://bs.plantnet.org/image/o/74e14a18e355e77af137be815698e8a53dbd4077,Asteraceae,Asteriscus,,826
Trichosanthes ovigera,Blume,1826.0,Bijdr. Fl. Ned. Ind.: 934 (1826),https://d2seqvvyy3b8p2.cloudfront.net/5049b0107cbfb3e80edcfd8a78a99400.jpg,Cucurbitaceae,Trichosanthes,https://en.wikipedia.org/wiki/Trichosanthes_pilosa,827
Memecylon excelsum,Blume,,Bijdr. Fl. Ned. Ind. 17: 1094 (Oct 1826-Nov 1827),https://d2seqvvyy3b8p2.cloudfront.net/a5002c0cbc101b5e997914091a49d4cb.jpg,Melastomataceae,Memecylon,https://en.wikipedia.org/wiki/Memecylon,828
Trichomanes pinnatum,Hedw.,1799.0,: [17] (1799),https://bs.plantnet.org/image/o/385ec6cc712b3f1c0296f3d94c94c604120205ba,Hymenophyllaceae,Trichomanes,https://en.wikipedia.org/wiki/Trichomanes,829
Fimbristylis complanata,(Retz.) Link,1827.0,Hort. Berol. 1: 292 (1827),https://storage.googleapis.com/powop-assets/PPA/2101_2125/h2124s_fullsize.jpg,Cyperaceae,Fimbristylis,https://en.wikipedia.org/wiki/Fimbristylis,830
Tephroseris papposa,(Rchb.) Schur,1866.0,Enum. Pl. Transsilv.: 344 (1866),https://d2seqvvyy3b8p2.cloudfront.net/c2b15bffa792680d251f67dfebb9c626.jpg,Asteraceae,Tephroseris,https://en.wikipedia.org/wiki/Tephroseris,831
Biophytum sensitivum,(L.) DC.,1824.0,Prodr. 1: 690 (1824),https://bs.plantnet.org/image/o/7cb006bb67ebe0a22b061a1aa6568d93dae7cfaf,Oxalidaceae,Biophytum,https://en.wikipedia.org/wiki/Biophytum_sensitivum,832
Imperata cheesemanii,Hack.,1903.0,Trans. & Proc. New Zealand Inst. 35: 378 (1903),https://d2seqvvyy3b8p2.cloudfront.net/97d8c4691ce1282d24aee9f950f48aaf.jpg,Poaceae,Imperata,https://en.wikipedia.org/wiki/Imperata,833
Guarea glabra,Vahl,1807.0,Eclog. Amer. 3: 8 (1807),https://d2seqvvyy3b8p2.cloudfront.net/15892ea584cdb7c26febad1cff4eb902.jpg,Meliaceae,Guarea,https://en.wikipedia.org/wiki/Guarea,834
Epidendrum strobiliferum,Rchb.f.,1859.0,Ned. Kruidk. Arch. 4: 333 (1859),https://d2seqvvyy3b8p2.cloudfront.net/50b94b65f8cbf6a69b42a8f4f86d952c.jpg,Orchidaceae,Epidendrum,https://en.wikipedia.org/wiki/List_of_Epidendrum_species,835
Plantago australis,Lam.,1792.0,Tabl. Encycl. 1: 339 (1792),https://bs.plantnet.org/image/o/3186e1e903dcf289b204194aeba5af4a7ee7e6df,Plantaginaceae,Plantago,,836
Glebionis coronaria,(L.) Cass. ex Spach,1841.0,Hist. Nat. Vég. 10: 181 (1841),https://bs.plantnet.org/image/o/41529349f38f67ed88ce13f43445d124f250cdfe,Asteraceae,Glebionis,https://en.wikipedia.org/wiki/Glebionis_coronaria,837
Capparis pyrifolia,Lam.,1785.0,Encycl. 1: 606 (1785),https://d2seqvvyy3b8p2.cloudfront.net/e156d879a370077a8865ef31b78de8fa.jpg,Capparaceae,Capparis,https://en.wikipedia.org/wiki/Capparis_pyrifolia,838
Thymus willdenowii,Boiss.,1846.0,"E.F.Kelaart, Fl. Calp.: 218 (1846)",https://bs.plantnet.org/image/o/4d532feafac477ee2d34829c4baa01f533198d46,Lamiaceae,Thymus,,839
Iris kashmiriana,Baker,1877.0,"Gard. Chron. ser. 2, 8:744.  1877",https://d2seqvvyy3b8p2.cloudfront.net/df3757981b25e11ee791edf4cac9b8b4.jpg,Iridaceae,Iris,https://en.wikipedia.org/wiki/Iris_kashmiriana,840
Iris postii,Mouterde,1966.0,Nouv. fl. Liban & Syrie 1:309.  1966,https://d2seqvvyy3b8p2.cloudfront.net/25bde0d10c232853f4989dd43a02e632.jpg,Iridaceae,Iris,,841
Tigridia mortonii,Molseed,1970.0,Univ. Calif. Publ. Bot. 54: 61 (1970),https://d2seqvvyy3b8p2.cloudfront.net/5f6b4999fa2ad19d27801caaf15fd603.jpg,Iridaceae,Tigridia,https://en.wikipedia.org/wiki/Tigridia,842
Dipsacus sativus,(L.) Honck.,1782.0,Verz. Gew. Teutschl. 1: 374 (1782),https://bs.plantnet.org/image/o/ea65a8c028e302113151c8ac1c8d186cd5a42b15,Caprifoliaceae,Dipsacus,https://en.wikipedia.org/wiki/Dipsacus,843
Limonium oleifolium,Mill.,1768.0,Gard. Dict. ed. 8: n.º 3 (1768),https://d2seqvvyy3b8p2.cloudfront.net/2812e1069948b0a7a76c167862b72efe.jpg,Plumbaginaceae,Limonium,https://en.wikipedia.org/wiki/Flora_of_Lebanon,844
Farfugium japonicum,(L.) Kitam.,1939.0,Acta Phytotax. Geobot. 8: 268 (1939),https://bs.plantnet.org/image/o/727c5aa3c517d9b3cc6f46f9709c046731a6ca88,Asteraceae,Farfugium,https://en.wikipedia.org/wiki/Farfugium_japonicum,845
Pleocnemia dahlii,(Hieron.) Holttum,1991.0,"Fl. Males., Ser. 2, Pterid. 2(1): 20 (1991)",https://d2seqvvyy3b8p2.cloudfront.net/45d7e3a9119e5705e7c3ebda2327160c.jpg,Polypodiaceae,Pleocnemia,https://en.wikipedia.org/wiki/Pleocnemia,846
Erodium acaule,(L.) Bech. & Thell.,1928.0,Repert. Spec. Nov. Regni Veg. 25: 215 (1928),https://bs.plantnet.org/image/o/258c2c093f16c5d2763740b24999a498a5922918,Geraniaceae,Erodium,https://en.wikipedia.org/wiki/Erodium_acaule,847
Combretum latifolium,Blume,1826.0,Bijdr. Fl. Ned. Ind.: 641 (1826),https://bs.plantnet.org/image/o/9180d0f190e553f85e8216334dafe8a08ee48407,Combretaceae,Combretum,https://en.wikipedia.org/wiki/Combretum,848
Pimpinella javana,DC.,1830.0,Prodr. 4: 122 (1830),https://d2seqvvyy3b8p2.cloudfront.net/9663745544af7e7ca310c6d904d0fe7f.jpg,Apiaceae,Pimpinella,https://en.wikipedia.org/wiki/List_of_endangered_plants,849
Solanum tampicense,Dunal,1852.0,Prodr. 13(1): 284 (1852),https://d2seqvvyy3b8p2.cloudfront.net/c1fa7577cc2efd3132ed324ee777e247.jpg,Solanaceae,Solanum,https://en.wikipedia.org/wiki/Solanum_tampicense,850
Swintonia floribunda,Griff.,1846.0,Proc. Linn. Soc. London 1: 283 (1846),https://d2seqvvyy3b8p2.cloudfront.net/42d8c42acca88a0239c00069e58999f6.jpg,Anacardiaceae,Swintonia,https://en.wikipedia.org/wiki/Swintonia_floribunda,851
Neololeba atra,(Lindl.) Widjaja,1997.0,Reinwardtia 11: 114 (1997),https://d2seqvvyy3b8p2.cloudfront.net/5c4910f2f71aa444d65e58d83d08793f.jpg,Poaceae,Neololeba,https://en.wikipedia.org/wiki/Neololeba_atra,852
Aristolochia parvifolia,Sm.,1816.0,"J.Sibthorp & J.E.Smith, Fl. Graec. Prodr. 2: 222 (1816)",https://d2seqvvyy3b8p2.cloudfront.net/3a0a0f190f0b9948f5a8faf0bc3a3a99.jpg,Aristolochiaceae,Aristolochia,https://en.wikipedia.org/wiki/List_of_native_plants_of_Flora_Palaestina_(A%E2%80%93B),853
Lasianthus attenuatus,Jack,1823.0,Trans. Linn. Soc. London 14: 126 (1823),https://d2seqvvyy3b8p2.cloudfront.net/2b204fe6ee59d8e9df98fdab1aa54d15.jpg,Rubiaceae,Lasianthus,https://en.wikipedia.org/wiki/List_of_endangered_plants,854
Ichnanthus pallens,(Sw.) Munro ex Benth.,1861.0,Fl. Hongk.: 414 (1861),https://d2seqvvyy3b8p2.cloudfront.net/347fe97a25d39926745a7b4a1088c9ee.jpg,Poaceae,Ichnanthus,https://en.wikipedia.org/wiki/Ichnanthus,855
Psychilis correllii,Sauleda,1988.0,Phytologia 65: 11 (1988),https://d2seqvvyy3b8p2.cloudfront.net/da60639a4bac995ccf8889ecd476a7ff.jpg,Orchidaceae,Psychilis,https://en.wikipedia.org/wiki/Psychilis,856
Cryptocarya laevigata,Blume,1826.0,Bijdr. Fl. Ned. Ind.: 556 (1826),https://bs.plantnet.org/image/o/dcea1318d3d8e215f6f10224375d6c4bd834200d,Lauraceae,Cryptocarya,https://en.wikipedia.org/wiki/Cryptocarya_laevigata,857
Buchanania macrocarpa,Merr. ex Setch.,1920.0,Bot. Jahrb. Syst. 56: 350 (1920),https://d2seqvvyy3b8p2.cloudfront.net/0ede4640a89e7d7c3257a4de104ce9ec.jpg,Anacardiaceae,Buchanania,https://en.wikipedia.org/wiki/Buchanania_macrocarpa,858
Garcinia hollrungii,Lauterb.,1922.0,Bot. Jahrb. Syst. 58: 20 (1922),https://d2seqvvyy3b8p2.cloudfront.net/2193e86fd52efe765fd005f751a28ef7.jpg,Clusiaceae,Garcinia,,859
Corchorus orinocensis,Kunth,1823.0,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 5: 337 (1823)",https://bs.plantnet.org/image/o/8745882616f9603d7f31b40a19523e9a96acd387,Malvaceae,Corchorus,https://en.wikipedia.org/wiki/Corchorus,860
Marcgravia rectiflora,Triana & Planch.,1862.0,"Ann. Sci. Nat., Bot., sér. 4, 17: 364 (1862)",https://d2seqvvyy3b8p2.cloudfront.net/8f065eaaefbbf14601d8d0b592537b1a.jpg,Marcgraviaceae,Marcgravia,https://en.wikipedia.org/wiki/Marcgravia,861
Bromus catharticus,Vahl,1791.0,Symb. Bot. 2: 22 (1791),https://bs.plantnet.org/image/o/3374fd587a7c034fa1ccc646e259a5c7791f1835,Poaceae,Bromus,https://en.wikipedia.org/wiki/Bromus_catharticus,862
Oxalis latifolia,Kunth,1822.0,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 5: 237 (1822)",https://bs.plantnet.org/image/o/c3ead6e579942c2d269866dd520b82dfa963aff5,Oxalidaceae,Oxalis,https://en.wikipedia.org/wiki/Oxalis_latifolia,863
Aglaia korthalsii,Miq.,1868.0,Ann. Mus. Bot. Lugduno-Batavi 4: 42 (1868),https://d2seqvvyy3b8p2.cloudfront.net/763a98d47485ac87c414416ab8c0d1a1.jpg,Meliaceae,Aglaia,https://en.wikipedia.org/wiki/Aglaia_korthalsii,864
Commicarpus scandens,(L.) Standl.,1909.0,Contr. U.S. Natl. Herb. 12: 373 (1909),https://d2seqvvyy3b8p2.cloudfront.net/93d6b49f43b7d5b284554a1b0139774b.jpg,Nyctaginaceae,Commicarpus,https://en.wikipedia.org/wiki/Commicarpus,865
Sporobolus pyramidatus,(Lam.) Hitchc.,1936.0,Misc. Publ. U.S.D.A. 243: 84 (1936),https://d2seqvvyy3b8p2.cloudfront.net/725d0b3d4186b8cde95f0a326ad29d58.jpg,Poaceae,Sporobolus,https://en.wikipedia.org/wiki/Sporobolus,866
Microstachys corniculata,(Vahl) A.Juss. ex Griseb.,1864.0,Fl. Brit. W. I.: 49 (1864),https://d2seqvvyy3b8p2.cloudfront.net/83be1c32350bf4c65ed0ece82c73b70a.jpg,Euphorbiaceae,Microstachys,https://en.wikipedia.org/wiki/Microstachys,867
Carex montana,L.,1753.0,Sp. Pl.: 975 (1753),https://bs.plantnet.org/image/o/0cc0708509609f35085df4a5cf9989939332b4b8,Cyperaceae,Carex,https://en.wikipedia.org/wiki/Carex_montana,868
Coursetia caribaea,(Jacq.) Lavin,1987.0,"C.H.Stirton (ed.), Advances Legume System. 3: 63 (1987)",https://bs.plantnet.org/image/o/48934741da904d28f2018f6f97b67c6a4b9c4baa,Fabaceae,Coursetia,https://en.wikipedia.org/wiki/Coursetia,869
Thecacoris stenopetala,(Müll.Arg.) Müll.Arg.,1866.0,"A.P.de Candolle, Prodr. 15(2): 246 (1866)",https://d2seqvvyy3b8p2.cloudfront.net/c2089120450ee103683f41bf3657cf01.jpg,Phyllanthaceae,Thecacoris,https://en.wikipedia.org/wiki/Thecacoris,870
Cyperus dubius,Rottb.,1773.0,Descr. Icon. Rar. Pl.: 20 (1773),https://storage.googleapis.com/powop-assets/PPA/2076_2100/h2096c_fullsize.jpg,Cyperaceae,Cyperus,https://en.wikipedia.org/wiki/Cyperus_dubius,871
Juniperus communis,(J.Presl & C.Presl) Parl.,1753.0,Sp. Pl.: 1040 (1753),https://bs.plantnet.org/image/o/56f2d1e453dec706952f7892d32be8245535f206,Cupressaceae,Juniperus,https://en.wikipedia.org/wiki/Juniperus_communis,872
Croton origanifolius,Lam.,1786.0,Encycl. 2: 205 (1786),https://d2seqvvyy3b8p2.cloudfront.net/8ef1b772034928a781161ebf5bb53544.jpg,Euphorbiaceae,Croton,https://en.wikipedia.org/wiki/List_of_Croton_species,873
Tephrosia purpurea,(L.) Pers.,1807.0,Syn. Pl. 2: 329 (1807),https://bs.plantnet.org/image/o/ed3db40750f7225155543d17a61bf075b17993df,Fabaceae,Tephrosia,https://en.wikipedia.org/wiki/Tephrosia_purpurea,874
Chamaecyparis lawsoniana,(A.Murray bis) Parl.,1864.0,Ann. Mus. Imp. Fis. Firenze 1: 181 (1864),https://bs.plantnet.org/image/o/88e579f3c3e5372cb50e17a24810ebb0a5e48255,Cupressaceae,Chamaecyparis,https://en.wikipedia.org/wiki/Chamaecyparis_lawsoniana,875
Stachys germanica,L.,1753.0,Sp. Pl.: 581 (1753),https://bs.plantnet.org/image/o/5754d88f097179d57bc7d538b49f8f3457fc685d,Lamiaceae,Stachys,https://en.wikipedia.org/wiki/Stachys,876
Blumeodendron kurzii,(Hook.f.) J.J.Sm. ex Koord. & Valeton,1910.0,Meded. Dept. Landb. Ned.-Indië 10: 463 (1910),https://d2seqvvyy3b8p2.cloudfront.net/28c28fa9bc0944b3176d14e7a4c9a5f4.jpg,Euphorbiaceae,Blumeodendron,https://en.wikipedia.org/wiki/Blumeodendron,877
Psychotria merrillii,Kaneh.,1932.0,Bot. Mag. (Tokyo) 46: 674 (1932),https://d2seqvvyy3b8p2.cloudfront.net/a35cdf2cb7f6277fd714f4381b9ab03a.jpg,Rubiaceae,Psychotria,,878
Camptostylus mannii,(Oliv.) Gilg,1925.0,"H.G.A.Engler, Nat. Pflanzenfam. ed. 2, 21: 398 (1925)",https://d2seqvvyy3b8p2.cloudfront.net/cc5e5ea23d81d5f64445b47ba208a3df.jpg,Achariaceae,Camptostylus,https://en.wikipedia.org/wiki/Camptostylus,879
Ellipanthus tomentosus,Kurz,1872.0,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 41: 305 (1872)",https://d2seqvvyy3b8p2.cloudfront.net/c29e24b93b15b0a52ddcc385c128a1bf.jpg,Connaraceae,Ellipanthus,https://en.wikipedia.org/wiki/Ellipanthus_tomentosus,880
Trichilia pallida,Sw.,1788.0,Prodr. Veg. Ind. Occ.: 67 (1788),https://bs.plantnet.org/image/o/295dfd42fd13aa8c00d692ef247bcdb8233266d6,Meliaceae,Trichilia,https://en.wikipedia.org/wiki/Aim%C3%A9_Bonpland,881
Quercus robur,L.,1753.0,Sp. Pl.: 996 (1753),https://bs.plantnet.org/image/o/2292b670683abdaac354389514105df0018d9ef8,Fagaceae,Quercus,https://en.wikipedia.org/wiki/Quercus_robur,882
Elatostema mannii,Wedd.,1869.0,"A.P.de Candolle, Prodr. 16(1): 178 (1869)",https://d2seqvvyy3b8p2.cloudfront.net/5931a74f4cadb734b0d95da78d766ba3.jpg,Urticaceae,Elatostema,,883
Buforrestia mannii,C.B.Clarke,1881.0,"A.L.P.P.de Candolle & A.C.P.de Candolle, Monogr. Phan. 3: 233 (1881)",https://storage.googleapis.com/powop-assets/fwta/v3p1/041_fullsize.jpg,Commelinaceae,Buforrestia,https://en.wikipedia.org/wiki/Buforrestia,884
Spathandra blakeoides,Jacq.-Fél. (G.Don),1978.0,"Adansonia, sér. 2, 18(2): 225 (1978)",https://storage.googleapis.com/powop-assets/fwta/v1p1/262_fullsize.jpg,Melastomataceae,Spathandra,,885
Psychotria camptopus,Verdc.,1975.0,Kew Bull. 30: 259 (1975),https://d2seqvvyy3b8p2.cloudfront.net/ed9b3903c8b883320a170553eaebe0cf.jpg,Rubiaceae,Psychotria,https://en.wikipedia.org/wiki/Psychotria,886
Radiogrammitis jagoriana,Parris (Mett. ex Kuhn),1941.0,Acta Phytotax. Geobot. 10: 284 (1941),https://d2seqvvyy3b8p2.cloudfront.net/a89ae75748a9eb2347067518081594c9.jpg,Polypodiaceae,Radiogrammitis,,887
Phalaris paradoxa,L.,1763.0,Sp. Pl. ed. 2: 1665 (1763),https://bs.plantnet.org/image/o/83d9d55e6e76bbfb1e88d8f21d98288d710d3cf2,Poaceae,Phalaris,https://en.wikipedia.org/wiki/Phalaris_paradoxa,888
Senna sulfurea,(DC. ex Collad.) H.S.Irwin & Barneby,1982.0,Mem. New York Bot. Gard. 35: 78 (1982),https://d2seqvvyy3b8p2.cloudfront.net/e2c72b357cd728951a282cbb5531f0ab.jpg,Fabaceae,Senna,,889
Callianthe striata,(G.F.Dicks. ex Lindl.) Donnell,2012.0,Syst. Bot. 37: 720 (2012),https://d2seqvvyy3b8p2.cloudfront.net/05ed615cffbf10b0155265b8d17a7ac8.jpg,Malvaceae,Callianthe,https://en.wikipedia.org/wiki/Callianthe,890
Calliandra guildingii,Benth.,1844.0,London J. Bot. 3: 96 (1844),https://d2seqvvyy3b8p2.cloudfront.net/3d6802637f30e70fef9dbdc1bbda51c3.jpg,Fabaceae,Calliandra,https://en.wikipedia.org/wiki/Calliandra_guildingii,891
Passiflora cochinchinensis,Spreng.,1827.0,Syst. Veg. 4(2): 346 (1827),https://d2seqvvyy3b8p2.cloudfront.net/8b71da7dd9b3f274226f4afa9a5f8505.jpg,Passifloraceae,Passiflora,https://en.wikipedia.org/wiki/Passiflora,892
Peperomia microphylla,Kunth,1816.0,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 1: 69 (1816)",https://d2seqvvyy3b8p2.cloudfront.net/bb7cfffe781539b41e8489f35bc83449.jpg,Piperaceae,Peperomia,https://en.wikipedia.org/wiki/List_of_Peperomia_species,893
Poa arctica,R.Br.,1823.0,Chlor. Melvill.: 30 (1823),https://d2seqvvyy3b8p2.cloudfront.net/25c18a7dcc808731df4fbf216c8a87a0.jpg,Poaceae,Poa,https://en.wikipedia.org/wiki/Poa_arctica,894
Tulipa clusiana,Redouté,1803.0,Liliac. 1: t. 37 (1803),https://bs.plantnet.org/image/o/2b0d79f8b07d89bded7e407e64bec17bce65eae1,Liliaceae,Tulipa,https://en.wikipedia.org/wiki/Tulipa_clusiana,895
Cyperus sphacelatus,Rottb.,1773.0,Descr. Icon. Rar. Pl.: 26 (1773),https://bs.plantnet.org/image/o/779f79642e06994c07a722293262ab2341d718c7,Cyperaceae,Cyperus,,896
Leptinella scariosa,Cass.,1822.0,(1825). Bull. Sci. Soc. Philom. Paris,https://d2seqvvyy3b8p2.cloudfront.net/4c2b67774ddea94ced71dfc6872248d3.jpg,Asteraceae,Leptinella,https://en.wikipedia.org/wiki/Leptinella,897
Garcinia indica,(Thouars) Choisy,1824.0,"A.P.de Candolle, Prodr. 1: 561 (1824)",https://d2seqvvyy3b8p2.cloudfront.net/a83a4284c7e0f10bfb9f1fcd88a6cc77.jpg,Clusiaceae,Garcinia,https://en.wikipedia.org/wiki/Garcinia_indica,898
Elaphoglossum blumeanum,J.Sm.,1841.0,J. Bot. (Hooker) 3: 400 (1841),https://d2seqvvyy3b8p2.cloudfront.net/1ee37b471caee775da79c52caf7c2b09.jpg,Polypodiaceae,Elaphoglossum,https://en.wikipedia.org/wiki/List_of_Elaphoglossum_species,899
Dichaea pendula,(Aubl.) Cogn.,1903.0,"I.Urban, Symb. Antill. 4: 182 (1903)",https://d2seqvvyy3b8p2.cloudfront.net/ffd2d011526b5468607f91af0fb97423.jpg,Orchidaceae,Dichaea,https://en.wikipedia.org/wiki/Dichaea,900
Asplenium batuense,Alderw.,1908.0,Bull. Dép. Agric. Indes Néerl. 18: 13 (1908),https://d2seqvvyy3b8p2.cloudfront.net/a2a307fc91e9e5472d333fe27f607ba3.jpg,Aspleniaceae,Asplenium,,901
Aglaia edulis,(Roxb.) Wall.,1840.0,Calc. Gard. Rep.: 26 (1840),https://d2seqvvyy3b8p2.cloudfront.net/276ab2f3cfadb66369ec2bc55bd03564.jpg,Meliaceae,Aglaia,https://en.wikipedia.org/wiki/Aglaia_edulis,902
Phleum phleoides,(L.) H.Karst.,1880.0,Deut. Fl.: 374 (1880),https://bs.plantnet.org/image/o/000f7c73aaabf731181f6ebd99dfb5702f04b8df,Poaceae,Phleum,https://en.wikipedia.org/wiki/Phleum_phleoides,903
Mucuna bennettii,F.Muell.,1876.0,Descr. Notes Papuan Pl. 1: 63 (1876),https://d2seqvvyy3b8p2.cloudfront.net/85a819035fb5f76e669e21355426248c.jpg,Fabaceae,Mucuna,https://en.wikipedia.org/wiki/Mucuna_bennettii,904
Argythamnia stahlii,Urb.,1899.0,Symb. Antill. 1: 336 (1899),https://d2seqvvyy3b8p2.cloudfront.net/cd13d208f04bade87e92f709cb8695d4.jpg,Euphorbiaceae,Argythamnia,https://en.wikipedia.org/wiki/Argythamnia,905
Asplenium carruthersii,Baker,1874.0,"W.J.Hooker & J.G.Baker, Syn. Fil., ed. 2: 483 (1874)",https://d2seqvvyy3b8p2.cloudfront.net/1bdd78eed22d940382acc41921ddc03d.jpg,Aspleniaceae,Asplenium,,906
Lytoneuron paradoxum,Yesilyurt (Fée),2018.0,Global Fl. 4: 19 (2018),https://d2seqvvyy3b8p2.cloudfront.net/de4a23b03fa41819ed67523fc5d81c86.jpg,Pteridaceae,Lytoneuron,https://en.wikipedia.org/wiki/Lytoneuron,907
Enteropogon unispiceus,(F.Muell.) Clayton,1967.0,Kew Bull. 21: 108 (1967),https://d2seqvvyy3b8p2.cloudfront.net/fc56419ee2a88018072bfe3d0b9ae354.jpg,Poaceae,Enteropogon,https://en.wikipedia.org/wiki/Enteropogon,908
Hyperbaena domingensis,(DC.) Benth.,1861.0,"J. Proc. Linn. Soc., Bot. 5(Suppl. 2): 50 (1861)",https://d2seqvvyy3b8p2.cloudfront.net/58f5801fdc4b8e22a1962095d6cc4b9c.jpg,Menispermaceae,Hyperbaena,https://en.wikipedia.org/wiki/Hyperbaena,909
Crotalaria vitellina,Ker Gawl.,1820.0,Bot. Reg. 6: t. 447 (1820),https://d2seqvvyy3b8p2.cloudfront.net/e5ce61e912d8bcd21633c0acd2d7ca88.jpg,Fabaceae,Crotalaria,https://en.wikipedia.org/wiki/Crotalaria,910
Sapium glandulosum,Morong,1893.0,Ann. New York Acad. Sci. 7: 227 1893,https://bs.plantnet.org/image/o/98b1667dadaeeb84f52fd42b2915757f8a8bfbd9,Euphorbiaceae,Sapium,https://en.wikipedia.org/wiki/Sapium_glandulosum,911
Trisetum caudulatum,Trin.,1836.0,Linnaea 10: 300 (1836),https://d2seqvvyy3b8p2.cloudfront.net/abce23d63c63f97ea80cf626a31b26d2.jpg,Poaceae,Trisetum,https://en.wikipedia.org/wiki/List_of_Trisetum_species,912
Pueraria pulcherrima,Merr. ex Koord.-Schum.,1914.0,Syst. Verz. 3: 132 (1914),https://d2seqvvyy3b8p2.cloudfront.net/299697c639f14a953d60f1c790f405fe.jpg,Fabaceae,Pueraria,https://en.wikipedia.org/wiki/Phodoryctis_caerulea,913
Utricularia uliginosa,Vahl,1804.0,Enum. Pl. 1: 203 (1804),https://bs.plantnet.org/image/o/a07e12ac25dc42227547a9f8d80c733a2fedfd01,Lentibulariaceae,Utricularia,https://en.wikipedia.org/wiki/Utricularia_uliginosa,914
Dipterocarpus gracilis,Blume,1825.0,Bijdr. Fl. Ned. Ind.: 244 (1825),https://d2seqvvyy3b8p2.cloudfront.net/1df6b6145caa70ad2f325911ae63cef9.jpg,Dipterocarpaceae,Dipterocarpus,https://en.wikipedia.org/wiki/Dipterocarpus_gracilis,915
Aganope thyrsiflora,(Benth.) Polhill,1971.0,Kew Bull. 25: 268 (1971),https://d2seqvvyy3b8p2.cloudfront.net/219230c3af1abcdf6e954200fa810e82.jpg,Fabaceae,Aganope,https://en.wikipedia.org/wiki/Aganope_thyrsiflora,916
Acorus calamus,L.,1753.0,Sp. Pl.: 324 (1753),https://bs.floristic.org/image/o/b85799b5dfa687ddfbc04c333171f3259e675ec6,Acoraceae,Acorus,https://en.wikipedia.org/wiki/Acorus_calamus,917
Nectandra membranacea,(Sw.) Griseb.,1860.0,Fl. Brit. W. I.: 282 (1860),https://bs.plantnet.org/image/o/804781f659d4f83b33cba0528971ee49475da11c,Lauraceae,Nectandra,https://en.wikipedia.org/wiki/Copaxa_curvilinea,918
Eriochloa villosa,(Thunb.) Kunth,1829.0,Révis. Gramin. 1: 30 (1829),https://bs.plantnet.org/image/o/0631eb9a2c72d25f5d7326e229bc8ad39bdaadb4,Poaceae,Eriochloa,https://en.wikipedia.org/wiki/Eriochloa,919
